timestamp,client_ip,query_domain,query_type,response_code,bytes_out
2026-06-10 07:43:50,192.168.1.60,office365.com,CNAME,NOERROR,771
2026-06-10 07:47:57,192.168.1.51,youtube.com,AAAA,NOERROR,688
2026-06-10 07:49:24,192.168.1.11,salesforce.com,A,NOERROR,2382
2026-06-10 07:50:04,192.168.1.21,confluence.atlassian.com,A,NOERROR,2660
2026-06-10 07:50:41,192.168.1.31,zoom.us,A,NOERROR,1791
2026-06-10 07:50:50,192.168.1.20,ocsp.digicert.com,CNAME,NOERROR,1046
2026-06-10 07:51:20,192.168.1.51,claude.ai,A,NOERROR,248
2026-06-10 07:51:33,192.168.1.10,jira.atlassian.com,A,NOERROR,1919
2026-06-10 07:54:40,192.168.1.21,dropbox.com,A,NOERROR,1099
2026-06-10 07:54:49,192.168.1.20,amazon.com,CNAME,NXDOMAIN,1837
2026-06-10 07:58:09,192.168.1.10,huggingface.co,A,NOERROR,3134
2026-06-10 07:59:07,192.168.1.30,www.google.com,A,NXDOMAIN,1631
2026-06-10 07:59:58,192.168.1.30,www.google.com,A,NXDOMAIN,977
2026-06-10 08:01:28,192.168.1.51,8.8.8.8.in-addr.arpa,CNAME,NOERROR,2078
2026-06-10 08:03:22,192.168.1.13,us02web.zoom.us,A,NXDOMAIN,1927
2026-06-10 08:03:29,192.168.1.20,midjourney.com,CNAME,NOERROR,4545
2026-06-10 08:03:39,192.168.1.31,outlook.office365.com,AAAA,NOERROR,658
2026-06-10 08:04:01,192.168.1.10,huggingface.co,A,NOERROR,7141
2026-06-10 08:04:04,192.168.1.50,linkedin.com,A,NXDOMAIN,971
2026-06-10 08:04:42,192.168.1.10,api.openai.com,A,NOERROR,1991
2026-06-10 08:05:12,192.168.1.31,slack.com,A,NOERROR,1898
2026-06-10 08:05:25,192.168.1.51,linkedin.com,AAAA,NOERROR,1456
2026-06-10 08:06:07,192.168.1.31,www.google.com,A,NOERROR,1222
2026-06-10 08:06:56,192.168.1.11,8.8.8.8.in-addr.arpa,CNAME,NOERROR,126
2026-06-10 08:08:23,192.168.1.51,us02web.zoom.us,A,NOERROR,2013
2026-06-10 08:08:34,192.168.1.50,jira.atlassian.com,AAAA,NOERROR,1505
2026-06-10 08:09:08,192.168.1.11,fonts.googleapis.com,A,NOERROR,1609
2026-06-10 08:09:59,192.168.1.61,dropbox.com,A,NOERROR,1562
2026-06-10 08:10:02,192.168.1.40,slack.com,AAAA,NXDOMAIN,2033
2026-06-10 08:10:09,192.168.1.61,us02web.zoom.us,CNAME,NXDOMAIN,2532
2026-06-10 08:10:38,192.168.1.51,perplexity.ai,A,NOERROR,1151
2026-06-10 08:10:48,192.168.1.30,dropbox.com,A,NXDOMAIN,2652
2026-06-10 08:11:47,192.168.1.10,copilot.github.com,AAAA,NOERROR,3759
2026-06-10 08:12:03,192.168.1.40,microsoft.com,A,NOERROR,273
2026-06-10 08:13:24,192.168.1.12,us-east.api.openai.com,A,NOERROR,5585
2026-06-10 08:13:34,192.168.1.12,copilot.github.com,A,NOERROR,5787
2026-06-10 08:14:51,192.168.1.50,claude.ai,AAAA,NOERROR,3709
2026-06-10 08:15:41,192.168.1.12,copilot.github.com,A,NOERROR,7564
2026-06-10 08:15:52,192.168.1.50,cdn.jsdelivr.net,CNAME,NOERROR,2919
2026-06-10 08:16:12,192.168.1.61,otter.ai,A,NOERROR,3966
2026-06-10 08:19:28,192.168.1.30,us02web.zoom.us,CNAME,NOERROR,2316
2026-06-10 08:19:42,192.168.1.60,ocsp.digicert.com,A,NOERROR,2159
2026-06-10 08:20:03,192.168.1.11,api.openai.com,A,NOERROR,853
2026-06-10 08:21:18,192.168.1.30,salesforce.com,A,NOERROR,2361
2026-06-10 08:21:27,192.168.1.10,api.openai.com,A,NOERROR,5340
2026-06-10 08:22:12,192.168.1.51,zoom.us,A,NOERROR,1607
2026-06-10 08:23:04,192.168.1.50,www.google.com,CNAME,NOERROR,2777
2026-06-10 08:23:10,192.168.1.13,cloudflare.com,A,NOERROR,1897
2026-06-10 08:23:34,192.168.1.51,grammarly.com,CNAME,NOERROR,4269
2026-06-10 08:23:36,192.168.1.21,raw.githubusercontent.com,AAAA,NOERROR,153
2026-06-10 08:24:12,192.168.1.30,linkedin.com,AAAA,NOERROR,729
2026-06-10 08:24:55,192.168.1.50,claude.ai,A,NOERROR,2881
2026-06-10 08:25:15,192.168.1.12,us-east.api.openai.com,A,NOERROR,7788
2026-06-10 08:26:05,192.168.1.50,s3.amazonaws.com,A,NXDOMAIN,2676
2026-06-10 08:26:51,192.168.1.12,salesforce.com,CNAME,NOERROR,473
2026-06-10 08:27:31,192.168.1.12,raw.githubusercontent.com,AAAA,NOERROR,1742
2026-06-10 08:27:58,192.168.1.31,dropbox.com,A,NOERROR,1691
2026-06-10 08:28:45,192.168.1.10,cloudflare.com,A,NOERROR,2641
2026-06-10 08:29:32,192.168.1.21,google.com,A,NOERROR,1306
2026-06-10 08:29:33,192.168.1.31,character.ai,CNAME,NOERROR,7933
2026-06-10 08:29:34,192.168.1.13,www.linkedin.com,A,NOERROR,156
2026-06-10 08:29:36,192.168.1.61,cdn.jsdelivr.net,A,NOERROR,1680
2026-06-10 08:30:06,192.168.1.20,confluence.atlassian.com,CNAME,NOERROR,589
2026-06-10 08:31:04,192.168.1.61,raw.githubusercontent.com,AAAA,NOERROR,1553
2026-06-10 08:31:05,192.168.1.11,api.openai.com,A,NOERROR,6794
2026-06-10 08:31:17,192.168.1.40,grammarly.com,A,NOERROR,3270
2026-06-10 08:31:21,192.168.1.21,ai.jasper.ai,AAAA,NOERROR,1715
2026-06-10 08:31:23,192.168.1.40,cdn.jsdelivr.net,A,NOERROR,1374
2026-06-10 08:31:49,192.168.1.13,slack.com,A,NOERROR,2899
2026-06-10 08:32:08,192.168.1.21,ai.jasper.ai,A,NOERROR,1757
2026-06-10 08:32:26,192.168.1.12,us-east.api.openai.com,AAAA,NOERROR,4105
2026-06-10 08:33:16,192.168.1.11,chat.openai.com,AAAA,NOERROR,7957
2026-06-10 08:33:21,192.168.1.10,amazon.com,A,NOERROR,790
2026-06-10 08:33:40,192.168.1.50,slack.com,AAAA,NOERROR,388
2026-06-10 08:34:02,192.168.1.12,us-east.api.openai.com,A,NOERROR,217
2026-06-10 08:34:45,192.168.1.20,ocsp.digicert.com,CNAME,NOERROR,2973
2026-06-10 08:35:35,192.168.1.10,us02web.zoom.us,CNAME,NOERROR,2972
2026-06-10 08:35:39,192.168.1.20,github.com,CNAME,NXDOMAIN,1211
2026-06-10 08:35:48,192.168.1.11,s3.amazonaws.com,A,NOERROR,1774
2026-06-10 08:36:01,192.168.1.50,dropbox.com,CNAME,NXDOMAIN,2079
2026-06-10 08:36:08,192.168.1.12,huggingface.co,A,NOERROR,1754
2026-06-10 08:36:18,192.168.1.21,www.youtube.com,CNAME,NOERROR,1611
2026-06-10 08:38:36,192.168.1.11,8.8.8.8.in-addr.arpa,A,NXDOMAIN,2295
2026-06-10 08:39:02,192.168.1.60,perplexity.ai,CNAME,NOERROR,2675
2026-06-10 08:39:43,192.168.1.21,slack.com,CNAME,NOERROR,1234
2026-06-10 08:41:22,192.168.1.31,character.ai,A,NOERROR,806
2026-06-10 08:41:44,192.168.1.10,huggingface.co,A,NOERROR,5314
2026-06-10 08:41:48,192.168.1.20,salesforce.com,CNAME,NOERROR,2253
2026-06-10 08:43:26,192.168.1.13,fonts.googleapis.com,CNAME,NOERROR,1583
2026-06-10 08:43:29,192.168.1.11,www.linkedin.com,A,NOERROR,2548
2026-06-10 08:43:34,192.168.1.20,microsoft.com,A,NXDOMAIN,2095
2026-06-10 08:43:47,192.168.1.21,raw.githubusercontent.com,CNAME,NOERROR,2483
2026-06-10 08:44:13,192.168.1.12,us-east.api.openai.com,A,NOERROR,1182
2026-06-10 08:44:56,192.168.1.11,claude.ai,A,NOERROR,7979
2026-06-10 08:45:17,192.168.1.31,ocsp.digicert.com,A,NOERROR,1440
2026-06-10 08:45:32,192.168.1.61,cdn.jsdelivr.net,A,NOERROR,670
2026-06-10 08:45:35,192.168.1.50,chat.openai.com,AAAA,NOERROR,6473
2026-06-10 08:45:49,192.168.1.12,copilot.github.com,A,NOERROR,5455
2026-06-10 08:46:25,192.168.1.12,copilot.github.com,AAAA,NOERROR,2771
2026-06-10 08:47:32,192.168.1.40,chat.openai.com,CNAME,NOERROR,682
2026-06-10 08:47:59,192.168.1.11,api.openai.com,AAAA,NOERROR,6173
2026-06-10 08:48:46,192.168.1.60,confluence.atlassian.com,A,NOERROR,1980
2026-06-10 08:49:14,192.168.1.12,us-east.api.openai.com,A,NOERROR,5288
2026-06-10 08:49:29,192.168.1.13,cdn.jsdelivr.net,AAAA,NXDOMAIN,988
2026-06-10 08:49:32,192.168.1.13,copilot.github.com,A,NOERROR,7459
2026-06-10 08:49:36,192.168.1.61,jira.atlassian.com,A,NXDOMAIN,1000
2026-06-10 08:49:43,192.168.1.10,linkedin.com,A,NOERROR,1173
2026-06-10 08:50:17,192.168.1.11,slack.com,A,NOERROR,2696
2026-06-10 08:52:11,192.168.1.11,copilot.github.com,AAAA,NOERROR,495
2026-06-10 08:52:18,192.168.1.30,writesonic.com,CNAME,NOERROR,8595
2026-06-10 08:52:20,192.168.1.13,us-east.api.openai.com,AAAA,NOERROR,1002
2026-06-10 08:53:00,192.168.1.20,claude.ai,A,NOERROR,5911
2026-06-10 08:53:31,192.168.1.60,mail.google.com,A,NXDOMAIN,2687
2026-06-10 08:54:37,192.168.1.12,copilot.github.com,A,NOERROR,2425
2026-06-10 08:55:02,192.168.1.60,otter.ai,AAAA,NOERROR,3716
2026-06-10 08:55:07,192.168.1.12,linkedin.com,A,NXDOMAIN,2885
2026-06-10 08:55:39,192.168.1.40,cloudflare.com,A,NOERROR,500
2026-06-10 08:55:43,192.168.1.61,www.google.com,A,NOERROR,1878
2026-06-10 08:56:01,192.168.1.10,chat.openai.com,CNAME,NOERROR,4181
2026-06-10 08:56:06,192.168.1.31,amazon.com,AAAA,NOERROR,460
2026-06-10 08:56:18,192.168.1.21,salesforce.com,A,NXDOMAIN,1096
2026-06-10 08:56:48,192.168.1.60,fonts.googleapis.com,A,NOERROR,2157
2026-06-10 08:57:30,192.168.1.12,us-east.api.openai.com,A,NOERROR,5074
2026-06-10 08:58:14,192.168.1.12,huggingface.co,AAAA,NOERROR,1415
2026-06-10 08:59:27,192.168.1.51,claude.ai,A,NOERROR,6336
2026-06-10 09:00:09,192.168.1.31,linkedin.com,CNAME,NOERROR,2345
2026-06-10 09:01:36,192.168.1.61,outlook.office365.com,A,NOERROR,2202
2026-06-10 09:02:01,192.168.1.13,www.youtube.com,AAAA,NXDOMAIN,2588
2026-06-10 09:02:30,192.168.1.60,www.youtube.com,A,NXDOMAIN,2234
2026-06-10 09:02:49,192.168.1.11,fonts.googleapis.com,A,NOERROR,781
2026-06-10 09:03:14,192.168.1.20,midjourney.com,A,NOERROR,991
2026-06-10 09:04:10,192.168.1.30,microsoft.com,A,NXDOMAIN,2593
2026-06-10 09:04:21,192.168.1.40,amazon.com,A,NOERROR,921
2026-06-10 09:04:29,192.168.1.20,fonts.googleapis.com,A,NOERROR,1718
2026-06-10 09:04:41,192.168.1.11,office365.com,A,NXDOMAIN,1672
2026-06-10 09:05:47,192.168.1.10,microsoft.com,A,NOERROR,760
2026-06-10 09:06:15,192.168.1.20,api.runway.ml,A,NOERROR,4486
2026-06-10 09:07:12,192.168.1.11,8.8.8.8.in-addr.arpa,AAAA,NOERROR,710
2026-06-10 09:07:53,192.168.1.21,www.youtube.com,A,NXDOMAIN,2549
2026-06-10 09:08:21,192.168.1.30,youtube.com,A,NOERROR,981
2026-06-10 09:08:23,192.168.1.61,youtube.com,A,NOERROR,1148
2026-06-10 09:08:37,192.168.1.21,ai.jasper.ai,A,NOERROR,10008
2026-06-10 09:09:19,192.168.1.40,amazon.com,A,NOERROR,640
2026-06-10 09:09:36,192.168.1.60,microsoft.com,A,NOERROR,2053
2026-06-10 09:09:36,192.168.1.11,jira.atlassian.com,A,NOERROR,449
2026-06-10 09:09:57,192.168.1.10,downloads.slack-edge.com,A,NOERROR,1204
2026-06-10 09:11:18,192.168.1.13,api.openai.com,A,NOERROR,3140
2026-06-10 09:11:35,192.168.1.30,confluence.atlassian.com,CNAME,NOERROR,411
2026-06-10 09:11:47,192.168.1.31,confluence.atlassian.com,A,NXDOMAIN,2308
2026-06-10 09:11:48,192.168.1.21,gemini.google.com,A,NOERROR,3980
2026-06-10 09:14:11,192.168.1.12,office365.com,A,NOERROR,1116
2026-06-10 09:15:08,192.168.1.40,confluence.atlassian.com,A,NOERROR,631
2026-06-10 09:15:52,192.168.1.13,us-east.api.openai.com,A,NOERROR,3669
2026-06-10 09:16:09,192.168.1.50,perplexity.ai,AAAA,NOERROR,1311
2026-06-10 09:17:29,192.168.1.12,us-east.api.openai.com,A,NOERROR,6165
2026-06-10 09:17:31,192.168.1.60,grammarly.com,CNAME,NOERROR,7348
2026-06-10 09:17:51,192.168.1.10,linkedin.com,CNAME,NOERROR,2794
2026-06-10 09:18:23,192.168.1.30,character.ai,CNAME,NOERROR,1928
2026-06-10 09:19:01,192.168.1.12,ocsp.digicert.com,A,NOERROR,1575
2026-06-10 09:19:22,192.168.1.13,confluence.atlassian.com,A,NOERROR,2285
2026-06-10 09:19:46,192.168.1.50,grammarly.com,A,NOERROR,5885
2026-06-10 09:20:21,192.168.1.21,downloads.slack-edge.com,A,NOERROR,745
2026-06-10 09:21:08,192.168.1.61,ocsp.digicert.com,AAAA,NOERROR,1598
2026-06-10 09:21:39,192.168.1.12,mail.google.com,A,NOERROR,1938
2026-06-10 09:21:45,192.168.1.10,youtube.com,CNAME,NOERROR,2399
2026-06-10 09:22:03,192.168.1.60,ocsp.digicert.com,AAAA,NOERROR,1267
2026-06-10 09:23:03,192.168.1.21,ai.jasper.ai,CNAME,NOERROR,1881
2026-06-10 09:23:16,192.168.1.30,linkedin.com,A,NXDOMAIN,2878
2026-06-10 09:23:31,192.168.1.20,www.linkedin.com,A,NOERROR,2782
2026-06-10 09:24:15,192.168.1.30,character.ai,A,NOERROR,3572
2026-06-10 09:25:24,192.168.1.12,amazon.com,A,NOERROR,1765
2026-06-10 09:25:55,192.168.1.20,cdn.jsdelivr.net,CNAME,NOERROR,2584
2026-06-10 09:25:58,192.168.1.21,raw.githubusercontent.com,A,NOERROR,1195
2026-06-10 09:26:04,192.168.1.31,github.com,AAAA,NOERROR,1177
2026-06-10 09:26:13,192.168.1.50,chat.openai.com,CNAME,NOERROR,2644
2026-06-10 09:26:17,192.168.1.10,salesforce.com,A,NOERROR,2845
2026-06-10 09:26:25,192.168.1.12,login.salesforce.com,CNAME,NXDOMAIN,1138
2026-06-10 09:26:53,192.168.1.11,youtube.com,A,NOERROR,886
2026-06-10 09:26:54,192.168.1.12,us-east.api.openai.com,A,NOERROR,2508
2026-06-10 09:27:12,192.168.1.21,downloads.slack-edge.com,A,NXDOMAIN,2247
2026-06-10 09:28:04,192.168.1.13,copilot.github.com,A,NOERROR,7233
2026-06-10 09:28:04,192.168.1.11,claude.ai,A,NOERROR,4916
2026-06-10 09:28:35,192.168.1.10,github.com,AAAA,NXDOMAIN,2903
2026-06-10 09:29:43,192.168.1.30,linkedin.com,A,NOERROR,2544
2026-06-10 09:31:50,192.168.1.20,chat.openai.com,A,NOERROR,1495
2026-06-10 09:32:54,192.168.1.51,login.salesforce.com,A,NOERROR,1526
2026-06-10 09:33:08,192.168.1.13,s3.amazonaws.com,CNAME,NXDOMAIN,390
2026-06-10 09:33:50,192.168.1.30,slack.com,AAAA,NOERROR,201
2026-06-10 09:34:56,192.168.1.20,claude.ai,A,NOERROR,5930
2026-06-10 09:34:58,192.168.1.10,huggingface.co,A,NOERROR,3899
2026-06-10 09:35:48,192.168.1.20,api.runway.ml,A,NOERROR,5821
2026-06-10 09:35:58,192.168.1.13,cloudflare.com,AAAA,NOERROR,280
2026-06-10 09:36:09,192.168.1.20,cdn.jsdelivr.net,A,NOERROR,2103
2026-06-10 09:38:13,192.168.1.61,cdn.jsdelivr.net,A,NOERROR,2508
2026-06-10 09:38:18,192.168.1.21,gemini.google.com,A,NOERROR,7840
2026-06-10 09:39:07,192.168.1.31,downloads.slack-edge.com,A,NOERROR,2910
2026-06-10 09:39:22,192.168.1.31,character.ai,AAAA,NOERROR,5083
2026-06-10 09:41:22,192.168.1.61,amazon.com,A,NOERROR,967
2026-06-10 09:41:47,192.168.1.30,character.ai,A,NOERROR,1179
2026-06-10 09:41:52,192.168.1.40,us02web.zoom.us,A,NOERROR,1362
2026-06-10 09:42:10,192.168.1.11,chat.openai.com,A,NOERROR,724
2026-06-10 09:43:05,192.168.1.10,raw.githubusercontent.com,A,NXDOMAIN,1972
2026-06-10 09:43:12,192.168.1.61,jira.atlassian.com,A,NOERROR,1914
2026-06-10 09:43:25,192.168.1.12,huggingface.co,A,NOERROR,5629
2026-06-10 09:43:49,192.168.1.10,amazon.com,A,NOERROR,2450
2026-06-10 09:43:57,192.168.1.12,ocsp.digicert.com,A,NOERROR,807
2026-06-10 09:44:59,192.168.1.60,perplexity.ai,A,NOERROR,5711
2026-06-10 09:46:07,192.168.1.12,copilot.github.com,AAAA,NOERROR,2733
2026-06-10 09:47:21,192.168.1.11,chat.openai.com,CNAME,NOERROR,4093
2026-06-10 09:47:55,192.168.1.31,character.ai,A,NOERROR,7349
2026-06-10 09:49:24,192.168.1.11,claude.ai,A,NOERROR,5048
2026-06-10 09:50:56,192.168.1.30,youtube.com,A,NOERROR,2222
2026-06-10 09:52:24,192.168.1.61,office365.com,A,NXDOMAIN,911
2026-06-10 09:52:57,192.168.1.13,us-east.api.openai.com,A,NOERROR,2790
2026-06-10 09:53:08,192.168.1.50,salesforce.com,A,NOERROR,840
2026-06-10 09:53:32,192.168.1.30,grammarly.com,A,NOERROR,2876
2026-06-10 09:54:05,192.168.1.51,downloads.slack-edge.com,A,NOERROR,482
2026-06-10 09:54:31,192.168.1.13,us-east.api.openai.com,A,NOERROR,6627
2026-06-10 09:54:31,192.168.1.51,outlook.office365.com,AAAA,NOERROR,1016
2026-06-10 09:54:56,192.168.1.13,office365.com,CNAME,NOERROR,1113
2026-06-10 09:56:14,192.168.1.31,youtube.com,AAAA,NOERROR,1725
2026-06-10 09:56:40,192.168.1.13,us-east.api.openai.com,A,NOERROR,7488
2026-06-10 09:56:47,192.168.1.20,cloudflare.com,A,NOERROR,1203
2026-06-10 09:59:07,192.168.1.13,8.8.8.8.in-addr.arpa,A,NXDOMAIN,2170
2026-06-10 09:59:23,192.168.1.60,grammarly.com,A,NOERROR,7600
2026-06-10 09:59:40,192.168.1.60,zoom.us,A,NXDOMAIN,1971
2026-06-10 09:59:53,192.168.1.30,github.com,CNAME,NXDOMAIN,1120
2026-06-10 10:00:02,192.168.1.13,zoom.us,A,NXDOMAIN,1974
2026-06-10 10:00:09,192.168.1.10,www.youtube.com,A,NOERROR,2774
2026-06-10 10:00:15,192.168.1.12,mail.google.com,A,NOERROR,2179
2026-06-10 10:00:17,192.168.1.10,downloads.slack-edge.com,A,NOERROR,2989
2026-06-10 10:00:23,192.168.1.40,us02web.zoom.us,A,NOERROR,2760
2026-06-10 10:00:49,192.168.1.40,github.com,AAAA,NOERROR,2812
2026-06-10 10:01:05,192.168.1.13,api.openai.com,A,NOERROR,6391
2026-06-10 10:01:08,192.168.1.20,claude.ai,A,NOERROR,3337
2026-06-10 10:01:10,192.168.1.20,us02web.zoom.us,AAAA,NOERROR,1054
2026-06-10 10:01:21,192.168.1.50,www.youtube.com,CNAME,NOERROR,665
2026-06-10 10:03:44,192.168.1.50,perplexity.ai,CNAME,NOERROR,6132
2026-06-10 10:04:24,192.168.1.40,salesforce.com,A,NXDOMAIN,664
2026-06-10 10:04:44,192.168.1.21,downloads.slack-edge.com,A,NOERROR,947
2026-06-10 10:05:30,192.168.1.60,slack.com,A,NOERROR,1048
2026-06-10 10:05:57,192.168.1.50,confluence.atlassian.com,A,NOERROR,617
2026-06-10 10:06:02,192.168.1.11,youtube.com,AAAA,NOERROR,2599
2026-06-10 10:06:03,192.168.1.12,api.openai.com,A,NOERROR,2220
2026-06-10 10:06:26,192.168.1.21,ocsp.digicert.com,CNAME,NOERROR,431
2026-06-10 10:06:55,192.168.1.21,ocsp.digicert.com,CNAME,NOERROR,1514
2026-06-10 10:07:07,192.168.1.50,www.linkedin.com,CNAME,NOERROR,258
2026-06-10 10:07:22,192.168.1.20,confluence.atlassian.com,CNAME,NOERROR,145
2026-06-10 10:07:40,192.168.1.61,amazon.com,A,NXDOMAIN,1790
2026-06-10 10:07:56,192.168.1.12,fonts.googleapis.com,CNAME,NOERROR,1818
2026-06-10 10:08:02,192.168.1.10,huggingface.co,AAAA,NOERROR,2253
2026-06-10 10:08:32,192.168.1.51,linkedin.com,A,NOERROR,377
2026-06-10 10:08:44,192.168.1.31,www.linkedin.com,A,NOERROR,362
2026-06-10 10:08:56,192.168.1.60,google.com,A,NOERROR,1784
2026-06-10 10:09:34,192.168.1.10,slack.com,A,NOERROR,2324
2026-06-10 10:10:56,192.168.1.30,mail.google.com,A,NOERROR,1531
2026-06-10 10:11:11,192.168.1.10,copilot.github.com,A,NOERROR,6576
2026-06-10 10:11:20,192.168.1.50,jira.atlassian.com,A,NOERROR,2255
2026-06-10 10:11:52,192.168.1.50,linkedin.com,AAAA,NOERROR,532
2026-06-10 10:11:56,192.168.1.10,dropbox.com,A,NOERROR,695
2026-06-10 10:12:20,192.168.1.21,salesforce.com,A,NXDOMAIN,1291
2026-06-10 10:12:40,192.168.1.50,youtube.com,A,NOERROR,2611
2026-06-10 10:13:20,192.168.1.31,cdn.jsdelivr.net,A,NOERROR,1826
2026-06-10 10:13:45,192.168.1.40,fonts.googleapis.com,A,NOERROR,2557
2026-06-10 10:13:55,192.168.1.12,ocsp.digicert.com,A,NXDOMAIN,2785
2026-06-10 10:14:57,192.168.1.10,github.com,AAAA,NOERROR,1628
2026-06-10 10:15:20,192.168.1.30,www.linkedin.com,CNAME,NOERROR,989
2026-06-10 10:16:08,192.168.1.50,gemini.google.com,A,NOERROR,1234
2026-06-10 10:16:26,192.168.1.20,claude.ai,A,NOERROR,4079
2026-06-10 10:16:46,192.168.1.20,mail.google.com,A,NOERROR,2194
2026-06-10 10:16:54,192.168.1.20,claude.ai,A,NOERROR,3598
2026-06-10 10:17:08,192.168.1.20,outlook.office365.com,A,NOERROR,1023
2026-06-10 10:17:15,192.168.1.13,jira.atlassian.com,CNAME,NOERROR,1333
2026-06-10 10:17:53,192.168.1.21,www.linkedin.com,A,NXDOMAIN,2811
2026-06-10 10:18:30,192.168.1.60,salesforce.com,A,NOERROR,536
2026-06-10 10:18:46,192.168.1.60,perplexity.ai,CNAME,NOERROR,1011
2026-06-10 10:18:48,192.168.1.11,copilot.github.com,A,NOERROR,6752
2026-06-10 10:18:59,192.168.1.11,www.google.com,A,NOERROR,739
2026-06-10 10:19:49,192.168.1.11,api.openai.com,A,NOERROR,1037
2026-06-10 10:20:23,192.168.1.61,microsoft.com,A,NOERROR,2868
2026-06-10 10:21:52,192.168.1.21,www.linkedin.com,CNAME,NOERROR,2807
2026-06-10 10:22:33,192.168.1.30,grammarly.com,A,NOERROR,7943
2026-06-10 10:22:33,192.168.1.31,amazon.com,A,NOERROR,928
2026-06-10 10:22:46,192.168.1.40,www.linkedin.com,A,NOERROR,1390
2026-06-10 10:23:50,192.168.1.13,copilot.github.com,A,NOERROR,2323
2026-06-10 10:24:23,192.168.1.13,api.openai.com,A,NOERROR,2476
2026-06-10 10:24:39,192.168.1.30,www.youtube.com,A,NOERROR,799
2026-06-10 10:24:44,192.168.1.13,api.openai.com,AAAA,NOERROR,720
2026-06-10 10:25:10,192.168.1.10,www.youtube.com,A,NOERROR,2918
2026-06-10 10:26:29,192.168.1.13,us-east.api.openai.com,AAAA,NOERROR,5980
2026-06-10 10:26:56,192.168.1.21,raw.githubusercontent.com,A,NOERROR,2774
2026-06-10 10:28:36,192.168.1.20,cloudflare.com,CNAME,NOERROR,1267
2026-06-10 10:29:15,192.168.1.31,us02web.zoom.us,CNAME,NOERROR,2672
2026-06-10 10:30:13,192.168.1.50,login.salesforce.com,A,NOERROR,514
2026-06-10 10:31:08,192.168.1.61,youtube.com,A,NOERROR,752
2026-06-10 10:31:13,192.168.1.31,character.ai,AAAA,NOERROR,6335
2026-06-10 10:31:50,192.168.1.30,downloads.slack-edge.com,AAAA,NOERROR,2926
2026-06-10 10:32:10,192.168.1.11,office365.com,CNAME,NOERROR,752
2026-06-10 10:32:16,192.168.1.21,outlook.office365.com,A,NOERROR,2450
2026-06-10 10:32:18,192.168.1.30,microsoft.com,A,NOERROR,2038
2026-06-10 10:33:11,192.168.1.60,confluence.atlassian.com,A,NOERROR,2543
2026-06-10 10:33:22,192.168.1.51,mail.google.com,CNAME,NOERROR,1929
2026-06-10 10:33:43,192.168.1.61,amazon.com,AAAA,NOERROR,2351
2026-06-10 10:33:45,192.168.1.60,cdn.jsdelivr.net,A,NOERROR,673
2026-06-10 10:33:54,192.168.1.21,jira.atlassian.com,A,NOERROR,2445
2026-06-10 10:34:52,192.168.1.21,www.linkedin.com,A,NXDOMAIN,697
2026-06-10 10:35:13,192.168.1.51,salesforce.com,A,NOERROR,1201
2026-06-10 10:35:20,192.168.1.10,copilot.github.com,A,NOERROR,4422
2026-06-10 10:37:43,192.168.1.20,api.runway.ml,CNAME,NOERROR,6428
2026-06-10 10:38:51,192.168.1.31,8.8.8.8.in-addr.arpa,CNAME,NXDOMAIN,490
